date,yield_1y,yield_10y,usd_cny_mid,hs300,shibor_1w
2020-10-12,2.6666,3.1858,6.7126,4823.1578,2.073
2020-10-13,2.6611,3.1931,6.7296,4839.201,2.092
2020-10-14,2.6475,3.2131,6.747299999999999,4807.1021,2.136
2020-10-15,2.6962,3.2308,6.7374,4798.7361,2.191
2020-10-16,2.7047,3.231,6.7332,4791.676,2.199
2020-10-19,2.6946,3.1941,6.701,4755.4879,2.23
2020-10-20,2.6911,3.1965,6.693,4793.4672,2.261
2020-10-21,2.6731,3.1961,6.6781,4792.8284,2.207
2020-10-22,2.6545,3.1595,6.6556,4777.9845,2.19
2020-10-23,2.6656,3.1865,6.670300000000001,4718.4881,2.205
2020-10-26,2.6729,3.1968,6.672499999999999,4691.2359,2.227
2020-10-27,2.6875,3.1795,6.698899999999999,4699.2792,2.33
2020-10-28,2.7269,3.1819,6.719500000000001,4737.2718,2.385
2020-10-29,2.7279,3.1872,6.726,4772.9198,2.353
2020-10-30,2.7323,3.1898,6.7232,4695.3338,2.418
2020-11-02,2.7547,3.1801,6.705,4720.8313,2.464
2020-11-03,2.7329,3.1775,6.6956999999999995,4777.5608,2.18
2020-11-04,2.73,3.1797,6.6771,4813.6564,2.092
2020-11-05,2.7417,3.1822,6.689500000000001,4885.1118,2.071
2020-11-06,2.774,3.2075,6.629,4885.7178,2.215
2020-11-09,2.7859,3.2301,6.6123,4981.3497,2.272
2020-11-10,2.7847,3.2305,6.5897,4953.8756,2.269
2020-11-11,2.8105,3.2365,6.607,4904.8981,2.306
2020-11-12,2.8273,3.2527,6.6236,4908.463,2.335
2020-11-13,2.8489,3.2779,6.628499999999999,4856.8513,2.433
2020-11-16,2.8521,3.2752,6.6048,4904.1716,2.339
2020-11-17,2.8651,3.2878,6.5762,4894.786,2.238
2020-11-18,2.9381,3.3224,6.5592999999999995,4891.6716,2.21
2020-11-19,2.9766,3.3375,6.5484,4927.9891,2.231
2020-11-20,3.011,3.3305,6.5786,4943.2882,2.228
2020-11-23,2.9714,3.2724,6.5719,5005.0273,2.193
2020-11-24,2.9684,3.29,6.5809,4974.2855,2.232
2020-11-25,2.9503,3.2699,6.5748999999999995,4910.7,2.224
2020-11-26,2.9306,3.2826,6.578,4919.5912,2.294
2020-11-27,2.9106,3.3001,6.575500000000001,4980.765,2.336
2020-11-30,2.8257,3.2425,6.5782,4960.2519,2.356
2020-12-01,2.8529,3.2651,6.592099999999999,5067.0983,1.972
2020-12-02,2.8612,3.2976,6.561100000000001,5067.1447,1.925
2020-12-03,2.8887,3.2876,6.5592,5057.0603,2.104
2020-12-04,2.871,3.2653,6.550700000000001,5065.9163,2.116
2020-12-07,2.8635,3.2776,6.5362,5022.2351,2.119
2020-12-08,2.843,3.2577,6.532,5009.8786,2.101
2020-12-09,2.8413,3.2703,6.5311,4942.6986,2.074
2020-12-10,2.7862,3.2601,6.5476,4940.5249,2.063
2020-12-11,2.8387,3.2902,6.5405,4889.6292,2.178
2020-12-14,2.8307,3.2903,6.536099999999999,4934.8352,2.143
2020-12-15,2.7947,3.2753,6.5434,4945.1,2.062
2020-12-16,2.7333,3.278,6.535500000000001,4953.867,1.815
2020-12-17,2.7343,3.2827,6.5362,5017.4784,1.961
2020-12-18,2.7326,3.288,6.5315,4999.9678,2.148
2020-12-21,2.7029,3.2732,6.550700000000001,5046.8396,2.05
2020-12-22,2.6633,3.2282,6.5387,4964.7727,2.061
2020-12-23,2.6628,3.2153,6.5558,5007.1235,2.064
2020-12-24,2.6556,3.2254,6.536099999999999,5000.0154,1.774
2020-12-25,2.6251,3.1903,6.5333,5042.0137,2.151
2020-12-28,2.5817,3.1729,6.5236,5064.4147,2.133
2020-12-29,2.5549,3.1529,6.545100000000001,5042.9361,2.264
2020-12-30,2.5261,3.1359,6.5325,5113.7105,2.308
2020-12-31,2.4797,3.1432,6.5249,5211.2885,2.381
2021-01-04,2.5229,3.1808,6.5408,5267.7181,1.993
2021-01-05,2.5048,3.14,6.476,5368.5049,1.822
2021-01-06,2.4161,3.143,6.4604,5417.6677,1.966
2021-01-07,2.3538,3.1255,6.4608,5513.6568,1.855
2021-01-08,2.3185,3.1406,6.4708,5495.4306,2.141
2021-01-11,2.2614,3.1656,6.4764,5441.1583,2.148
2021-01-12,2.2115,3.1484,6.4823,5596.3525,1.985
2021-01-13,2.1572,3.129,6.4605,5577.9711,1.999
2021-01-14,2.2383,3.1167,6.4746,5470.4563,2.013
2021-01-15,2.3277,3.1463,6.463299999999999,5458.0812,2.124
2021-01-18,2.4147,3.161,6.4845,5518.5205,2.177
2021-01-19,2.4606,3.1609,6.488300000000001,5437.5234,2.267
2021-01-20,2.4384,3.1591,6.4836,5476.4336,2.493
2021-01-21,2.4162,3.137,6.4696,5564.9693,2.359
2021-01-22,2.4294,3.1214,6.4616999999999996,5569.776,2.271
2021-01-25,2.4877,3.1267,6.4819,5625.9232,2.296
2021-01-26,2.543,3.1686,6.484700000000001,5512.9678,2.728
2021-01-27,2.5845,3.1612,6.466499999999999,5528.0034,2.969
2021-01-28,2.6443,3.1887,6.4845,5377.1427,2.981
2021-01-29,2.7027,3.1814,6.470899999999999,5351.9646,3.071
2021-02-01,2.6251,3.1714,6.462300000000001,5417.6484,3.194
2021-02-02,2.6075,3.1764,6.4736,5501.0915,2.241
2021-02-03,2.6703,3.2123,6.466899999999999,5485.2008,2.146
2021-02-04,2.6985,3.2221,6.4605,5473.9475,2.324
2021-02-05,2.6919,3.2276,6.471,5483.414,2.338
2021-02-07,,,,,2.349
2021-02-08,2.6924,3.2343,6.4678,5564.5618,2.341
2021-02-09,2.6559,3.2248,6.4533,5686.2502,2.425
2021-02-10,2.6432,3.2449,6.439100000000001,5807.7191,2.217
2021-02-18,2.6801,3.2854,6.4536,5768.3814,2.213
2021-02-19,2.6738,3.2669,6.4624,5778.842,2.051
2021-02-20,,,,,1.964
2021-02-22,2.6326,3.2712,6.456300000000001,5597.3327,2.206
2021-02-23,2.6103,3.2727,6.4516,5579.6681,2.277
2021-02-24,2.5856,3.2623,6.461500000000001,5437.5683,2.114
2021-02-25,2.5783,3.2693,6.4522,5469.5584,2.215
2021-02-26,2.5942,3.2851,6.471299999999999,5336.7609,2.214
2021-03-01,2.5953,3.2551,6.4754,5418.7837,2.216
2021-03-02,2.5895,3.2494,6.4624999999999995,5349.6301,2.157
2021-03-03,2.6035,3.2609,6.456499999999999,5452.2125,1.89
2021-03-04,2.61,3.266,6.4758,5280.7058,2.161
2021-03-05,2.6261,3.2431,6.4904,5262.7958,1.999
2021-03-08,2.6178,3.2364,6.479500000000001,5080.0246,2.144
2021-03-09,2.6236,3.2455,6.5338,4970.9994,2.067
2021-03-10,2.6298,3.2514,6.5106,5003.6121,2.038
2021-03-11,2.6297,3.2509,6.497,5128.2156,2.06
2021-03-12,2.6343,3.2621,6.4845,5146.3786,2.134
2021-03-15,2.6484,3.2807,6.501,5035.5441,2.275
2021-03-16,2.6426,3.2691,6.5028999999999995,5079.3624,2.229
2021-03-17,2.6448,3.2638,6.4978,5100.8581,2.167
2021-03-18,2.6413,3.2636,6.485900000000001,5141.7681,2.197
2021-03-19,2.6326,3.2399,6.5098,5007.0907,2.199
2021-03-22,2.6441,3.2334,6.519100000000001,5057.152,2.163
2021-03-23,2.634,3.2315,6.5036,5009.2459,2.168
2021-03-24,2.5968,3.197,6.5228,4928.6853,1.992
2021-03-25,2.6013,3.1904,6.5282,4926.3469,2.194
2021-03-26,2.6135,3.2019,6.5376,5037.9899,2.173
2021-03-29,2.6217,3.2019,6.5416,5046.8773,2.158
2021-03-30,2.6142,3.2013,6.564099999999999,5094.7291,2.236
2021-03-31,2.5816,3.2069,6.571299999999999,5048.3607,2.251
2021-04-01,2.5927,3.2015,6.5584,5110.7768,2.155
2021-04-02,2.5792,3.1995,6.5649,5161.5569,2.145
2021-04-06,2.567,3.2099,6.552700000000001,5140.3418,2.045
2021-04-07,2.59,3.2225,6.5384,5103.7428,1.939
2021-04-08,2.5893,3.2278,6.5463000000000005,5112.2086,2.014
2021-04-09,2.5882,3.2208,6.5409,5035.3374,2.054
2021-04-12,2.5669,3.2008,6.5578,4947.7459,2.05
2021-04-13,2.5536,3.1729,6.5454,4939.6438,2.061
2021-04-14,2.5589,3.1757,6.5362,4980.6279,2.063
2021-04-15,2.5504,3.1781,6.529699999999999,4948.9741,2.058
2021-04-16,2.5465,3.1732,6.5288,4966.1811,2.199
2021-04-19,2.5417,3.1714,6.523299999999999,5087.0165,2.226
2021-04-20,2.5177,3.1624,6.510300000000001,5083.3654,2.196
2021-04-21,2.5162,3.1582,6.5046,5098.7449,2.133
2021-04-22,2.516,3.1674,6.4902,5089.2435,2.15
2021-04-23,2.4602,3.1686,6.4934,5135.4534,2.139
2021-04-25,,,,,2.2
2021-04-26,2.4909,3.2042,6.491299999999999,5077.2372,2.246
2021-04-27,2.433,3.2181,6.4924,5090.5195,2.234
2021-04-28,2.3997,3.199,6.4853,5119.2421,2.189
2021-04-29,2.376,3.1991,6.471500000000001,5164.1692,2.252
2021-04-30,2.3731,3.1617,6.4672,5123.489,2.336
2021-05-06,2.3355,3.1629,6.4895000000000005,5061.1244,2.152
2021-05-07,2.3161,3.166,6.4678,4996.0527,1.94
2021-05-08,,,,,1.909
2021-05-10,2.3247,3.166,6.442499999999999,4992.422,1.909
2021-05-11,2.3003,3.1513,6.4254,5023.0595,2.078
2021-05-12,2.2994,3.1431,6.4258,5044.5481,2.029
2021-05-13,2.2911,3.1564,6.4612,4992.9738,2.082
2021-05-14,2.3331,3.1359,6.4525,5110.5901,2.074
2021-05-17,2.3363,3.159,6.430700000000001,5184.9853,2.195
2021-05-18,2.342,3.1554,6.4357,5187.6013,2.196
2021-05-19,2.3405,3.1396,6.4255,5172.272,2.149
2021-05-20,2.3379,3.1084,6.4464,5186.412,2.165
2021-05-21,2.3394,3.0716,6.43,5134.1483,2.16
2021-05-24,2.3217,3.0889,6.4408,5155.5875,2.156
2021-05-25,2.3358,3.085,6.428300000000001,5318.478,2.254
2021-05-26,2.3196,3.0726,6.4099,5320.5927,2.269
2021-05-27,2.3319,3.086,6.403,5338.2329,2.262
2021-05-28,2.3875,3.1011,6.3858,5321.0886,2.278
2021-05-31,2.4148,3.0612,6.3682,5331.5696,2.502
2021-06-01,2.3871,3.0325,6.3572,5341.6798,2.233
2021-06-02,2.3888,3.065,6.377299999999999,5289.9736,2.156
2021-06-03,2.3342,3.0652,6.381100000000001,5255.2855,2.092
2021-06-04,2.3651,3.0927,6.4072,5282.2772,2.187
2021-06-07,2.4,3.1154,6.396300000000001,5277.6271,2.253
2021-06-08,2.4234,3.1101,6.390899999999999,5232.1165,2.267
2021-06-09,2.4302,3.1225,6.3956,5236.4493,2.271
2021-06-10,2.4329,3.1002,6.3972,5271.4661,2.146
2021-06-11,2.44,3.1251,6.3856,5224.703,2.169
2021-06-15,2.455,3.1202,6.407,5166.5597,2.237
2021-06-16,2.4672,3.1275,6.4078,5080.4909,2.198
2021-06-17,2.4979,3.1327,6.4298,5101.8924,2.179
2021-06-18,2.5299,3.1176,6.4361,5102.4657,2.206
2021-06-21,2.5338,3.0925,6.4546,5090.3854,2.257
2021-06-22,2.5323,3.0904,6.4613,5122.1583,2.337
2021-06-23,2.523,3.0833,6.4620999999999995,5147.3938,2.276
2021-06-24,2.5001,3.0857,6.4824,5155.9738,2.254
2021-06-25,2.4759,3.0857,6.4744,5239.9684,2.196
2021-06-28,2.4501,3.0954,6.4578,5251.7604,2.258
2021-06-29,2.4797,3.09,6.4567000000000005,5190.5445,2.431
2021-06-30,2.45,3.0775,6.4601,5224.041,2.405
2021-07-01,2.42,3.0899,6.470899999999999,5229.6642,2.186
2021-07-02,2.4022,3.085,6.4712,5081.1172,1.945
2021-07-05,2.3987,3.0775,6.469500000000001,5085.7924,2.034
2021-07-06,2.3998,3.0874,6.4613,5083.1043,2.046
2021-07-07,2.3999,3.06,6.4762,5140.4899,2.129
2021-07-08,2.3539,2.9975,6.4704999999999995,5088.2566,2.114
2021-07-09,2.3401,3.0052,6.4755,5069.4361,2.22
2021-07-12,2.313,2.9675,6.4784999999999995,5132.7088,2.163
2021-07-13,2.3001,2.945,6.475699999999999,5142.0991,2.193
2021-07-14,2.2868,2.915,6.4806,5083.0849,2.179
2021-07-15,2.2799,2.9579,6.464,5151.4626,2.178
2021-07-16,2.2871,2.95,6.4704999999999995,5094.7727,2.201
2021-07-19,2.26,2.9502,6.47,5113.4945,2.155
2021-07-20,2.2561,2.9333,6.485500000000001,5108.9941,2.198
2021-07-21,2.2101,2.9237,6.4835,5144.0428,2.218
2021-07-22,2.1998,2.9282,6.4651000000000005,5151.7517,2.18
2021-07-23,2.16,2.9203,6.465,5089.2282,2.143
2021-07-26,2.1198,2.8907,6.476300000000001,4925.299,2.214
2021-07-27,2.1723,2.9267,6.4734,4751.313,2.31
2021-07-28,2.2078,2.9139,6.4929,4760.4826,2.356
2021-07-29,2.1692,2.8951,6.4942,4850.2746,2.257
2021-07-30,2.1489,2.848,6.4602,4811.1695,2.284
2021-08-02,2.1211,2.8142,6.466,4933.736,2.071
2021-08-03,2.1166,2.83,6.461,4934.4583,2.041
2021-08-04,2.1398,2.8382,6.4655000000000005,4978.8479,2.04
2021-08-05,2.1392,2.8026,6.469100000000001,4948.6703,1.97
2021-08-06,2.1416,2.8125,6.4624999999999995,4921.5647,1.994
2021-08-09,2.1837,2.86,6.484,4985.5627,2.145
2021-08-10,2.2257,2.865,6.4842,5043.148,2.348
2021-08-11,2.1905,2.885,6.4831,5015.3406,2.147
2021-08-12,2.1974,2.8724,6.4754,4973.3509,2.15
2021-08-13,2.2096,2.8674,6.479900000000001,4945.9829,2.197
2021-08-16,2.2019,2.8823,6.471699999999999,4941.0676,2.193
2021-08-17,2.1968,2.8774,6.4765,4837.4034,2.139
2021-08-18,2.2091,2.8448,6.4915,4894.2384,2.054
2021-08-19,2.2089,2.8349,6.4853,4862.1394,2.091
2021-08-20,2.2393,2.8449,6.4984,4769.2678,2.115
2021-08-23,2.2865,2.8649,6.496899999999999,4835.8782,2.16
2021-08-24,2.2712,2.8649,6.480499999999999,4888.3902,2.224
2021-08-25,2.2766,2.8399,6.4728,4898.1572,2.311
2021-08-26,2.2906,2.8773,6.473,4801.6094,2.319
2021-08-27,2.2996,2.8674,6.486300000000001,4827.0433,2.329
2021-08-30,2.2769,2.8498,6.4677,4813.2703,2.308
2021-08-31,2.2706,2.8523,6.467900000000001,4805.6099,2.322
2021-09-01,2.2515,2.8178,6.468,4869.4587,2.104
2021-09-02,2.2564,2.8273,6.4594,4869.4113,2.075
2021-09-03,2.2695,2.8299,6.457699999999999,4843.0624,2.059
2021-09-06,2.2677,2.8349,6.4529,4933.7262,2.151
2021-09-07,2.2999,2.8549,6.4533,4992.8294,2.198
2021-09-08,2.31,2.8673,6.4674,4972.1324,2.201
2021-09-09,2.3198,2.8723,6.461500000000001,4970.0133,2.158
2021-09-10,2.35,2.8649,6.4566,5013.5219,2.199
2021-09-13,2.3649,2.8824,6.449699999999999,4991.6598,2.203
2021-09-14,2.39,2.8928,6.45,4917.1617,2.28
2021-09-15,2.39,2.8949,6.4492,4867.3187,2.213
2021-09-16,2.3999,2.8875,6.433,4807.6978,2.234
2021-09-17,2.3901,2.875,6.452700000000001,4855.9402,2.398
2021-09-18,,,,,2.234
2021-09-22,2.3799,2.8603,6.4693,4821.7675,2.232
2021-09-23,2.34,2.8573,6.474899999999999,4853.1957,2.189
2021-09-24,2.33,2.868,6.459900000000001,4849.4277,2.219
2021-09-26,,,,,2.19
2021-09-27,2.37,2.8767,6.469500000000001,4877.3698,1.984
2021-09-28,2.39,2.8825,6.4608,4883.828,2.115
2021-09-29,2.374,2.8667,6.4662,4833.9281,2.45
2021-09-30,2.3501,2.868,6.4854,4866.3826,2.266
2021-10-08,2.3743,2.9052,6.4604,4929.9409,2.17
2021-10-09,,,,,1.896
2021-10-11,2.3829,2.962,6.447900000000001,4936.1918,2.199
2021-10-12,2.3806,2.9608,6.444700000000001,4883.8369,2.167
2021-10-13,2.3499,2.9635,6.4612,4940.1089,2.202
2021-10-14,2.336,2.9564,6.4414,4913.6123,2.198
2021-10-15,2.3371,2.9619,6.4386,4932.1084,2.132
2021-10-18,2.3761,3.0295,6.43,4874.7753,2.174
2021-10-19,2.3819,3.005,6.430700000000001,4922.7232,2.283
2021-10-20,2.3767,3.0068,6.406899999999999,4910.1846,2.221
2021-10-21,2.3683,2.9644,6.389,4928.0156,2.055
2021-10-22,2.3553,2.976,6.4032,4959.7254,2.056
2021-10-25,2.3463,2.9815,6.3924,4979.5235,2.243
2021-10-26,2.3499,2.9787,6.389,4963.0984,2.262
2021-10-27,2.3418,2.9709,6.3856,4898.1644,2.268
2021-10-28,2.3346,2.9639,6.3957,4864.138,2.301
2021-10-29,2.3364,2.9692,6.390700000000001,4908.7701,2.299
2021-11-01,2.3554,2.9426,6.4192,4890.6851,2.168
2021-11-02,2.3056,2.9172,6.400899999999999,4839.8457,2.185
2021-11-03,2.301,2.9329,6.407900000000001,4821.1119,2.137
2021-11-04,2.3003,2.9288,6.3943,4868.7419,2.132
2021-11-05,2.2939,2.8914,6.398,4842.3458,2.129
2021-11-08,2.2821,2.8938,6.395900000000001,4848.1795,2.121
2021-11-09,2.2938,2.8936,6.390300000000001,4846.7444,2.191
2021-11-10,2.2812,2.9009,6.3948,4821.1925,2.142
2021-11-11,2.2857,2.9287,6.414499999999999,4898.6529,2.113
2021-11-12,2.276,2.9287,6.406499999999999,4888.3749,2.124
2021-11-15,2.2741,2.9168,6.3896,4882.3777,2.1
2021-11-16,2.2666,2.9173,6.3924,4883.3206,2.096
2021-11-17,2.2857,2.9223,6.3935,4885.7544,2.182
2021-11-18,2.2957,2.9103,6.380300000000001,4837.6185,2.172
2021-11-19,2.2619,2.9303,6.382499999999999,4890.0575,2.171
2021-11-22,2.2574,2.9151,6.3952,4912.399,2.109
2021-11-23,2.2797,2.8909,6.392899999999999,4913.3457,2.17
2021-11-24,2.2659,2.8554,6.390300000000001,4916.6579,2.269
2021-11-25,2.2528,2.85,6.398,4896.4416,2.231
2021-11-26,2.2383,2.825,6.3936,4860.1265,2.247
2021-11-29,2.2437,2.8275,6.3872,4851.423,2.239
2021-11-30,2.2182,2.83,6.3794,4832.026,2.297
2021-12-01,2.2445,2.8375,6.369299999999999,4843.851,2.121
2021-12-02,2.2473,2.8575,6.371900000000001,4856.163,2.1
2021-12-03,2.2552,2.8725,6.3738,4901.0175,2.078
2021-12-06,2.2463,2.815,6.3702,4892.6209,2.129
2021-12-07,2.2555,2.845,6.3738,4922.1015,2.159
2021-12-08,2.2657,2.8575,6.367699999999999,4995.9298,2.202
2021-12-09,2.2768,2.8524,6.3498,5078.6901,2.22
2021-12-10,2.3008,2.8425,6.3702,5055.1172,2.184
2021-12-13,2.2813,2.8575,6.366899999999999,5083.8007,2.197
2021-12-14,2.2771,2.8425,6.367500000000001,5049.6953,2.21
2021-12-15,2.3007,2.845,6.3716,5005.8991,2.201
2021-12-16,2.2957,2.8574,6.3637,5034.7321,2.209
2021-12-17,2.3052,2.8475,6.365100000000001,4954.7599,2.151
2021-12-20,2.3354,2.8549,6.393299999999999,4880.4178,2.121
2021-12-21,2.3794,2.8524,6.3729,4913.4853,2.087
2021-12-22,2.3603,2.831,6.3703,4914.4544,2.012
2021-12-23,2.3372,2.8124,6.365100000000001,4948.7389,2.023
2021-12-24,2.339,2.8199,6.3692,4921.3449,1.943
2021-12-27,2.3548,2.8124,6.3686,4919.3238,2.312
2021-12-28,2.3466,2.8059,6.3728,4955.9644,2.245
2021-12-29,2.3158,2.7899,6.373500000000001,4883.4804,2.25
2021-12-30,2.2918,2.7599,6.3674,4921.5109,2.321
2021-12-31,2.2321,2.7699,6.375699999999999,4940.3733,2.271
2022-01-04,2.2382,2.7874,6.3794,4917.7653,2.099
2022-01-05,2.2223,2.8,6.3779,4868.1202,2.148
2022-01-06,2.2283,2.8205,6.3728,4818.2318,2.042
2022-01-07,2.2184,2.8175,6.3742,4822.3689,2.103
2022-01-10,2.2015,2.8,6.3652999999999995,4844.0451,2.093
2022-01-11,2.195,2.7975,6.3684,4797.7735,2.131
2022-01-12,2.1806,2.796,6.3658,4845.5787,2.098
2022-01-13,2.1821,2.792,6.3542,4765.9191,2.202
2022-01-14,2.1826,2.7888,6.367699999999999,4726.7317,2.213
2022-01-17,2.1548,2.7869,6.3599000000000006,4767.2762,2.183
2022-01-18,2.1301,2.757,6.352099999999999,4813.3472,2.088
2022-01-19,2.0524,2.7236,6.3624,4780.3784,2.127
2022-01-20,2.0271,2.7312,6.3485,4823.5091,2.113
2022-01-21,2.0003,2.7141,6.3492,4779.3142,2.112
2022-01-24,1.9504,2.6878,6.341100000000001,4786.7377,2.132
2022-01-25,1.9605,2.6882,6.3418,4678.4511,2.093
2022-01-26,1.9941,2.7202,6.3246,4712.3109,2.088
2022-01-27,1.9939,2.7321,6.3382,4619.8765,2.12
2022-01-28,1.9729,2.7151,6.3746,4563.772,2.25
2022-01-29,,,,,2.251
2022-01-30,,,,,2.272
2022-02-07,1.9401,2.7306,6.358,4634.0899,2.102
2022-02-08,1.9199,2.7221,6.3568999999999996,4608.7729,2.087
2022-02-09,1.8928,2.7379,6.3652999999999995,4652.0609,2.01
2022-02-10,1.8748,2.7358,6.3599000000000006,4639.8625,1.965
2022-02-11,1.9215,2.7933,6.368099999999999,4601.3953,2.021
2022-02-14,1.8886,2.7995,6.3664,4551.6878,2.023
2022-02-15,1.8901,2.7962,6.360499999999999,4600.1025,2.0
2022-02-16,1.8832,2.7982,6.3463,4617.9893,2.057
2022-02-17,1.9137,2.7812,6.3321,4629.1649,2.002
2022-02-18,1.9747,2.8025,6.334300000000001,4651.2358,2.098
2022-02-21,2.0206,2.8397,6.3401,4634.3141,2.14
2022-02-22,2.0726,2.842,6.348700000000001,4574.1527,2.191
2022-02-23,2.0868,2.8185,6.3313,4623.0465,2.176
2022-02-24,2.0849,2.7984,6.328,4529.3189,2.187
2022-02-25,2.0632,2.7929,6.3346,4573.4247,2.322
2022-02-28,2.022,2.7926,6.3222,4581.6459,2.249
2022-03-01,2.0515,2.816,6.3014,4619.6862,2.029
2022-03-02,2.0806,2.8305,6.335100000000001,4578.6007,2.046
2022-03-03,2.1101,2.8527,6.3016,4551.6283,2.005
2022-03-04,2.1064,2.8273,6.3288,4496.4301,2.048
2022-03-07,2.0881,2.831,6.3478,4352.7775,2.068
2022-03-08,2.087,2.8309,6.318499999999999,4265.391,2.114
2022-03-09,2.133,2.8599,6.3178,4226.3463,2.059
2022-03-10,2.1318,2.8626,6.310499999999999,4292.8374,2.082
2022-03-11,2.1455,2.8252,6.3306,4306.5217,2.102
2022-03-14,2.1166,2.7784,6.3506,4174.7577,2.104
2022-03-15,2.1615,2.8231,6.376,3983.812,2.122
2022-03-16,2.1934,2.8151,6.38,4156.081,2.115
2022-03-17,2.1929,2.8086,6.3406,4237.6956,2.083
2022-03-18,2.1664,2.7973,6.342499999999999,4265.9017,2.073
2022-03-21,2.1879,2.8085,6.367699999999999,4258.7459,2.104
2022-03-22,2.2066,2.8353,6.3664,4255.295,2.073
2022-03-23,2.1799,2.8279,6.3558,4276.5174,2.074
2022-03-24,2.1849,2.8054,6.364,4251.3061,2.056
2022-03-25,2.1844,2.7973,6.373900000000001,4174.5742,2.207
2022-03-28,2.2015,2.7904,6.3732,4148.4663,2.188
2022-03-29,2.1946,2.7925,6.364,4134.1441,2.145
2022-03-30,2.1881,2.77,6.3566,4254.0989,2.171
2022-03-31,2.1564,2.7874,6.3482,4222.5968,2.197
2022-04-01,2.144,2.7729,6.350899999999999,4276.158,2.017
2022-04-02,,,,,1.837
2022-04-06,2.1255,2.7649,6.379900000000001,4263.8411,2.004
2022-04-07,2.1085,2.7449,6.365900000000001,4209.0998,2.051
2022-04-08,2.1033,2.7499,6.3652999999999995,4230.7669,1.985
2022-04-11,2.1118,2.7674,6.3645,4100.0703,1.947
2022-04-12,2.1099,2.7624,6.379500000000001,4179.9727,2.04
2022-04-13,2.109,2.7598,6.3752,4139.737,1.966
2022-04-14,2.0688,2.7598,6.354,4191.5684,1.905
2022-04-15,2.0451,2.7624,6.3896,4188.7472,1.822
2022-04-18,2.0564,2.8024,6.3763000000000005,4166.3844,1.876
2022-04-19,2.0687,2.8149,6.372,4134.9017,1.801
2022-04-20,2.0413,2.8289,6.3996,4070.7889,1.937
2022-04-21,2.0278,2.8259,6.4098,3995.83,1.804
2022-04-22,1.9753,2.8348,6.4596,4013.2498,1.7
2022-04-24,,,,,1.809
2022-04-25,1.8889,2.8198,6.490899999999999,3814.9127,1.712
2022-04-26,1.9395,2.8247,6.559,3784.1198,1.681
2022-04-27,2.0767,2.8398,6.5598,3895.5361,1.743
2022-04-28,2.1083,2.8474,6.5628,3921.1073,1.88
2022-04-29,2.1124,2.8349,6.617699999999999,4016.241,2.006
2022-05-05,2.1147,2.8298,6.5672,4010.2102,1.903
2022-05-06,2.0461,2.8249,6.6332,3908.815,1.789
2022-05-07,,,,,1.699
2022-05-09,2.0427,2.8198,6.689900000000001,3877.4364,1.814
2022-05-10,2.0305,2.8023,6.7134,3919.8684,1.63
2022-05-11,2.0499,2.8223,6.729,3976.4231,1.708
2022-05-12,2.0297,2.81,6.7292,3958.74,1.714
2022-05-13,2.0112,2.8152,6.7898,3988.6002,1.671
2022-05-16,2.0056,2.8225,6.787100000000001,3956.5378,1.714
2022-05-17,1.9869,2.8156,6.7854,4005.8934,1.584
2022-05-18,1.935,2.8069,6.7421,3991.9069,1.647
2022-05-19,1.9306,2.8071,6.7524,3999.5984,1.654
2022-05-20,1.9468,2.8152,6.7487,4077.5998,1.665
2022-05-23,1.9538,2.8003,6.6756,4053.9823,1.693
2022-05-24,1.9603,2.7987,6.6566,3959.1541,1.681
2022-05-25,1.9749,2.7891,6.655,3983.1784,1.785
2022-05-26,1.9297,2.7419,6.6766,3993.0446,1.765
2022-05-27,1.9119,2.7084,6.738700000000001,4001.2988,1.777
2022-05-30,1.9235,2.7228,6.7048,4029.0179,1.814
2022-05-31,1.9267,2.7425,6.6607,4091.5176,1.898
2022-06-01,1.9326,2.75,6.665100000000001,4083.1772,1.652
2022-06-02,1.9541,2.76,6.7095,4089.5682,1.674
2022-06-06,2.0088,2.7725,6.6691,4166.085,1.701
2022-06-07,2.0242,2.76,6.664899999999999,4179.1285,1.708
2022-06-08,2.0089,2.765,6.6634,4219.8122,1.689
2022-06-09,2.0067,2.7575,6.681100000000001,4175.6747,1.707
2022-06-10,2.0069,2.76,6.6994,4238.9936,1.675
2022-06-13,2.0132,2.7625,6.7182,4189.3527,1.7
2022-06-14,2.0401,2.77,6.7482,4222.3114,1.656
2022-06-15,2.037,2.7777,6.7518,4278.2178,1.708
2022-06-16,2.0373,2.773,6.709900000000001,4250.0614,1.688
2022-06-17,2.0127,2.7675,6.6923,4309.0444,1.737
2022-06-20,2.0086,2.7826,6.712,4330.4328,1.829
2022-06-21,2.0075,2.7826,6.6851,4325.5657,1.796
2022-06-22,1.9991,2.775,6.7109,4270.6227,1.783
2022-06-23,2.0066,2.7799,6.7079,4343.8781,1.755
2022-06-24,2.0086,2.7925,6.7,4394.7723,1.85
2022-06-27,2.0448,2.835,6.685,4444.2639,1.992
2022-06-28,2.0265,2.8428,6.693,4490.5166,1.98
2022-06-29,2.0342,2.8375,6.703500000000001,4421.357,2.025
2022-06-30,2.0163,2.8109,6.7114,4485.0108,2.2
2022-07-01,2.002,2.8124,6.686300000000001,4466.7179,1.798
2022-07-04,2.0471,2.8429,6.7071000000000005,4496.0303,1.624
2022-07-05,2.0425,2.8373,6.6986,4489.5383,1.669
